gene_id	gene_name	number_of_cells_expressed
ENSG00000287642	ENSG00000287642.3	22235
ENSG00000273597	ENSG00000273597.1	22234
ENSG00000260966	ENSG00000260966.1	22231
ENSG00000167633	KIR3DL1	22230
ENSG00000182447	OTOL1	22230
ENSG00000273209	ENSG00000273209.1	22228
ENSG00000262117	BCAR4	22223
ENSG00000253317	ENSG00000253317.1	22216
ENSG00000286984	ENSG00000286984.1	22216
ENSG00000254680	ENSG00000254680.1	22209
ENSG00000254197	ENSG00000254197.1	22206
ENSG00000250418	ENSG00000250418.1	22202
ENSG00000224559	LINC01087	22198
ENSG00000284431	ENSG00000284431.1	22194
ENSG00000242088	RPS27P2	22188
ENSG00000250426	FTLP10	22181
ENSG00000240758	HILPDA-AS1	22175
ENSG00000270728	ENSG00000270728.1	22171
ENSG00000266498	ENSG00000266498.1	22168
ENSG00000232184	ENSG00000232184.1	22142
ENSG00000251532	ENSG00000251532.1	22136
ENSG00000224543	SNRPGP15	22129
ENSG00000258232	ENSG00000258232.2	22121
ENSG00000225200	ENSG00000225200.2	22118
ENSG00000212993	POU5F1B	22113
ENSG00000258886	HIGD1AP17	22103
ENSG00000255443	CD44-AS1	22098
ENSG00000180211	ENSG00000180211.5	22094
ENSG00000267353	ENSG00000267353.1	22090
ENSG00000227508	LINC01624	22087
ENSG00000185332	TMEM105	22087
ENSG00000270832	ENSG00000270832.1	22087
ENSG00000223382	LINC01778	22083
ENSG00000172061	LRRC15	22082
ENSG00000234111	LINC02433	22076
ENSG00000230383	RPL6P19	22066
ENSG00000234825	XRCC6P2	22064
ENSG00000183643	C15orf32	22060
ENSG00000224057	EGFR-AS1	22058
ENSG00000234988	LINC01849	22058
ENSG00000287692	ENSG00000287692.1	22043
ENSG00000106302	HYAL4	22017
ENSG00000260125	AGBL1-AS1	22017
ENSG00000141316	SPACA3	22015
ENSG00000273211	ENSG00000273211.1	22015
ENSG00000273474	ENSG00000273474.1	22012
ENSG00000229587	ENSG00000229587.2	22008
ENSG00000236911	ENSG00000236911.6	22002
ENSG00000267984	ENSG00000267984.1	22002
ENSG00000236031	ENSG00000236031.1	21995
ENSG00000186466	AQP7P1	21994
ENSG00000146857	STRA8	21993
ENSG00000140274	DUOXA2	21993
ENSG00000267423	ENSG00000267423.1	21989
ENSG00000143595	AQP10	21987
ENSG00000258676	ENSG00000258676.5	21980
ENSG00000284657	ENSG00000284657.1	21979
ENSG00000234975	FTH1P2	21976
ENSG00000226133	LINC02794	21970
ENSG00000234206	ENSG00000234206.5	21966
ENSG00000286644	ENSG00000286644.1	21964
ENSG00000235366	LINC01055	21961
ENSG00000255404	ENSG00000255404.1	21961
ENSG00000256504	ENSG00000256504.2	21955
ENSG00000257948	ENSG00000257948.2	21951
ENSG00000230109	LINC02643	21939
ENSG00000241959	RN7SL76P	21939
ENSG00000267249	ENSG00000267249.1	21936
ENSG00000266717	ENSG00000266717.1	21935
ENSG00000205642	VCX3B	21932
ENSG00000234996	ACTG1P25	21931
ENSG00000260252	ENSG00000260252.1	21927
ENSG00000171560	FGA	21918
ENSG00000100312	ACR	21908
ENSG00000286383	ENSG00000286383.2	21902
ENSG00000167046	ENSG00000167046.4	21901
ENSG00000253407	ENSG00000253407.2	21898
ENSG00000237734	ENSG00000237734.1	21892
ENSG00000236858	ENSG00000236858.2	21890
ENSG00000170423	KRT78	21867
ENSG00000221164	SNORA11F	21866
ENSG00000285564	ENSG00000285564.2	21864
ENSG00000265015	ENSG00000265015.1	21860
ENSG00000261603	PRSS46P	21858
ENSG00000187021	PNLIPRP1	21846
ENSG00000233047	LINC01677	21846
ENSG00000233013	FAM157B	21831
ENSG00000199568	RNU5A-1	21821
ENSG00000253949	ENSG00000253949.1	21820
ENSG00000277661	OR2W1-AS1	21820
ENSG00000131910	NR0B2	21816
ENSG00000271851	ENSG00000271851.1	21810
ENSG00000285895	ENSG00000285895.1	21805
ENSG00000279307	NDUFAF2P1	21800
ENSG00000233578	EIF4EP1	21799
ENSG00000237373	BRWD1-IT1	21786
ENSG00000196131	VN1R2	21781
ENSG00000271784	TP53RK-DT	21776
ENSG00000250896	RNPS1P1	21774
ENSG00000273724	ENSG00000273724.1	21769
ENSG00000225399	ENSG00000225399.4	21769
ENSG00000272995	ENSG00000272995.1	21763
ENSG00000177291	GJD4	21763
ENSG00000237400	ENSG00000237400.1	21762
ENSG00000227192	ENSG00000227192.1	21757
ENSG00000256278	ENSG00000256278.1	21755
ENSG00000279476	ENSG00000279476.1	21754
ENSG00000273181	ENSG00000273181.1	21752
ENSG00000239799	ITIH4-AS1	21751
ENSG00000228201	ENSG00000228201.1	21750
ENSG00000160202	CRYAA	21747
ENSG00000257542	OR7E47P_ENSG00000257542	21746
ENSG00000231149	ENSG00000231149.2	21731
ENSG00000271797	ENSG00000271797.1	21731
ENSG00000168928	CTRB2	21728
ENSG00000240764	PCDHGC5	21725
ENSG00000248100	ENSG00000248100.2	21725
ENSG00000287391	ENSG00000287391.1	21721
ENSG00000175513	TSGA10IP	21714
ENSG00000285871	ENSG00000285871.1	21713
ENSG00000214465	SMARCE1P6	21713
ENSG00000267758	ENSG00000267758.1	21709
ENSG00000259055	ENSG00000259055.1	21708
ENSG00000227017	ENSG00000227017.1	21704
ENSG00000285870	ENSG00000285870.1	21703
ENSG00000248516	ENSG00000248516.1	21700
ENSG00000260100	ENSG00000260100.1	21696
ENSG00000218313	ENSG00000218313.1	21688
ENSG00000112818	MEP1A	21677
ENSG00000273035	ENSG00000273035.1	21671
ENSG00000172482	AGXT	21669
ENSG00000236477	RPS24P1	21668
ENSG00000142619	PADI3	21664
ENSG00000231674	LINC00410	21663
ENSG00000174562	KLK15	21657
ENSG00000183674	LINC00518	21657
ENSG00000261431	DHX35-DT	21656
ENSG00000273076	ENSG00000273076.1	21650
ENSG00000265342	ENSG00000265342.1	21648
ENSG00000249599	BMPR1B-DT	21647
ENSG00000116031	CD207	21645
ENSG00000271185	ENSG00000271185.1	21641
ENSG00000231255	ENSG00000231255.1	21638
ENSG00000204539	CDSN	21638
ENSG00000241186	TDGF1	21637
ENSG00000248627	ENSG00000248627.1	21635
ENSG00000243368	MCCC1-AS1	21634
ENSG00000259132	ENSG00000259132.1	21625
ENSG00000215474	SKOR2	21624
ENSG00000280639	LINC02204	21617
ENSG00000253298	LINC01845	21616
ENSG00000267385	ENSG00000267385.1	21612
ENSG00000250038	ENSG00000250038.7	21607
ENSG00000242992	FTH1P4	21604
ENSG00000286010	ENSG00000286010.1	21597
ENSG00000250646	ENSG00000250646.1	21593
ENSG00000253385	ENSG00000253385.1	21591
ENSG00000226478	UPF3AP1	21590
ENSG00000287717	ENSG00000287717.1	21585
ENSG00000186474	KLK12	21577
ENSG00000224215	C10orf67-AS1	21571
ENSG00000180581	SRP9P1	21570
ENSG00000204581	ACOXL-AS1	21566
ENSG00000241741	RPL7AP30	21565
ENSG00000234040	RPL10P12	21562
ENSG00000243772	KIR2DL3	21550
ENSG00000287661	ENSG00000287661.1	21547
ENSG00000149516	MS4A3	21547
ENSG00000243636	ENSG00000243636.1	21544
ENSG00000139269	INHBE	21538
ENSG00000228384	ENSG00000228384.4	21538
ENSG00000230896	ENSG00000230896.1	21535
ENSG00000251161	ENSG00000251161.4	21528
ENSG00000197176	LINC02291	21520
ENSG00000218227	ENSG00000218227.3	21513
ENSG00000258819	LINC02289	21511
ENSG00000285934	ENSG00000285934.1	21504
ENSG00000267289	PIN1-DT	21503
ENSG00000231105	ECE1-AS1	21501
ENSG00000211651	IGLV1-44	21498
ENSG00000229456	RLIMP1	21495
ENSG00000072080	SPP2	21483
ENSG00000276772	ENSG00000276772.1	21479
ENSG00000230673	PABPC1P3	21475
ENSG00000171053	PATE1	21473
ENSG00000261513	ENSG00000261513.1	21467
ENSG00000269504	ENSG00000269504.3	21453
ENSG00000198788	MUC2	21451
ENSG00000215812	ZNF847P	21451
ENSG00000260496	ENSG00000260496.3	21450
ENSG00000286213	ENSG00000286213.1	21449
ENSG00000232954	LINC00374	21446
ENSG00000079557	AFM	21446
ENSG00000199990	VTRNA1-1	21443
ENSG00000254649	ENSG00000254649.1	21441
ENSG00000230690	ENSG00000230690.2	21419
ENSG00000273901	ENSG00000273901.1	21416
ENSG00000283312	ENSG00000283312.1	21403
ENSG00000278704	ENSG00000278704.1	21397
ENSG00000070031	SCT	21393
ENSG00000278463	H2AC4	21393
ENSG00000287843	ENSG00000287843.1	21388
ENSG00000274002	ENSG00000274002.1	21382
ENSG00000226944	RNF207-AS1	21375
ENSG00000228308	LINC01209	21373
ENSG00000260633	ENSG00000260633.1	21371
ENSG00000258292	LINC02410	21369
ENSG00000272416	ENSG00000272416.1	21345
ENSG00000124490	CRISP2	21341
ENSG00000272817	ENSG00000272817.1	21341
ENSG00000220920	ENSG00000220920.1	21339
ENSG00000134216	CHIA	21337
ENSG00000243437	RN7SL370P	21334
ENSG00000255187	LINC02748	21332
ENSG00000216866	RPS2P55	21322
ENSG00000284612	ENSG00000284612.2	21313
ENSG00000250905	ENSG00000250905.1	21313
ENSG00000286128	ENSG00000286128.1	21302
ENSG00000104371	DKK4	21301
ENSG00000283458	ENSG00000283458.3	21300
ENSG00000172640	OR10AD1	21299
ENSG00000274515	ENSG00000274515.1	21294
ENSG00000254673	ENSG00000254673.1	21285
ENSG00000279259	ENSG00000279259.1	21283
ENSG00000226007	FAM88F	21282
ENSG00000214223	HNRNPA1P10	21280
ENSG00000271156	ENSG00000271156.1	21280
ENSG00000272202	ENSG00000272202.1	21276
ENSG00000277702	ENSG00000277702.1	21274
ENSG00000261696	ENSG00000261696.1	21268
ENSG00000226439	ENSG00000226439.3	21268
ENSG00000287318	ENSG00000287318.1	21267
ENSG00000255081	ENSG00000255081.1	21265
ENSG00000163464	CXCR1	21260
ENSG00000205883	DEFB135	21259
ENSG00000250046	ENSG00000250046.3	21251
ENSG00000268496	ENSG00000268496.1	21232
ENSG00000244414	CFHR1	21224
ENSG00000228527	ENSG00000228527.1	21222
ENSG00000234595	ENSG00000234595.1	21222
ENSG00000249234	ENSG00000249234.1	21222
ENSG00000253455	LINC03054	21218
ENSG00000204889	KRT40	21217
ENSG00000247130	ENSG00000247130.2	21212
ENSG00000244953	ENSG00000244953.1	21207
ENSG00000262966	ENSG00000262966.2	21206
ENSG00000285805	ENSG00000285805.1	21201
ENSG00000255449	ENSG00000255449.1	21201
ENSG00000275638	ENSG00000275638.1	21197
ENSG00000253917	ENSG00000253917.4	21196
ENSG00000228554	ENSG00000228554.1	21189
ENSG00000185156	MFSD6L	21186
ENSG00000257869	ENSG00000257869.1	21186
ENSG00000223779	ENSG00000223779.6	21181
ENSG00000276742	ENSG00000276742.1	21180
ENSG00000253956	ENSG00000253956.1	21176
ENSG00000226447	ZNF25-DT	21172
ENSG00000168334	XIRP1	21168
ENSG00000249483	ENSG00000249483.1	21166
ENSG00000210176	MT-TH	21164
ENSG00000273341	ENSG00000273341.2	21161
ENSG00000253111	ENSG00000253111.2	21150
ENSG00000279391	ENSG00000279391.1	21120
ENSG00000233760	ENSG00000233760.3	21119
ENSG00000251175	GSTCD-AS1	21105
ENSG00000253613	ENSG00000253613.2	21095
ENSG00000158874	APOA2	21093
ENSG00000261123	ENSG00000261123.1	21090
ENSG00000268635	ENSG00000268635.2	21068
ENSG00000251216	ENSG00000251216.2	21067
ENSG00000260219	CD2BP2-DT	21064
ENSG00000280607	ENSG00000280607.1	21061
ENSG00000277235	ENSG00000277235.1	21060
ENSG00000122728	TAF1L	21060
ENSG00000183298	RPSAP19	21054
ENSG00000253954	HMGN1P38	21051
ENSG00000287339	ENSG00000287339.1	21047
ENSG00000280758	ENSG00000280758.1	21033
ENSG00000224865	ENSG00000224865.8	21031
ENSG00000273792	ENSG00000273792.1	21027
ENSG00000287908	ENSG00000287908.1	21027
ENSG00000267594	CYP4F24P	21023
ENSG00000287494	ENSG00000287494.1	21017
ENSG00000236330	RPL5P9	21015
ENSG00000232024	LSM12P1	21015
ENSG00000229466	LINC02627	21015
ENSG00000133020	MYH8	21015
ENSG00000260973	ENSG00000260973.1	21011
ENSG00000258924	ENSG00000258924.4	21003
ENSG00000213763	ACTBP2	21003
ENSG00000286507	ENSG00000286507.1	21001
ENSG00000113196	HAND1	21000
ENSG00000277463	ENSG00000277463.1	20988
ENSG00000287089	ENSG00000287089.1	20977
ENSG00000252263	RNU6-659P	20970
ENSG00000226580	RPL39P40	20968
ENSG00000288001	ENSG00000288001.1	20963
ENSG00000234698	ENSG00000234698.1	20956
ENSG00000224861	YBX1P1	20953
ENSG00000269242	ENSG00000269242.1	20952
ENSG00000273532	ENSG00000273532.1	20938
ENSG00000271914	ENSG00000271914.1	20932
ENSG00000253664	ENSG00000253664.1	20930
ENSG00000231953	ENSG00000231953.2	20925
ENSG00000249807	ENSG00000249807.1	20919
ENSG00000255152	MSH5-SAPCD1	20919
ENSG00000285366	ENSG00000285366.1	20919
ENSG00000211640	IGLV6-57	20917
ENSG00000260395	ENSG00000260395.1	20914
ENSG00000259013	ENSG00000259013.2	20907
ENSG00000255085	ENSG00000255085.9	20898
ENSG00000231007	CDC20P1	20893
ENSG00000285822	ENSG00000285822.1	20884
ENSG00000259283	ENSG00000259283.2	20879
ENSG00000226522	HDAC9-AS1	20874
ENSG00000179676	LINC00305	20872
ENSG00000258674	ENSG00000258674.5	20871
ENSG00000177494	ZBED2	20867
ENSG00000257052	PRPF19-DT	20863
ENSG00000250189	ENSG00000250189.2	20863
ENSG00000256658	ENSG00000256658.1	20861
ENSG00000230536	ENSG00000230536.1	20857
ENSG00000274204	ENSG00000274204.1	20849
ENSG00000274598	ENSG00000274598.1	20848
ENSG00000147378	FATE1	20847
ENSG00000167774	ENSG00000167774.2	20846
ENSG00000286395	ENSG00000286395.1	20843
ENSG00000233755	ENSG00000233755.1	20840
ENSG00000143768	LEFTY2	20839
ENSG00000260725	ENSG00000260725.1	20823
ENSG00000279901	ENSG00000279901.1	20821
ENSG00000211644	IGLV1-51	20821
ENSG00000220643	ENSG00000220643.1	20821
ENSG00000280088	ENSG00000280088.1	20820
ENSG00000253341	PCBP2P2	20819
ENSG00000233521	LINC01638	20815
ENSG00000255004	SLC1A2-AS1	20814
ENSG00000241506	PSMC1P1	20811
ENSG00000128713	HOXD11	20805
ENSG00000287470	ENSG00000287470.1	20802
ENSG00000226925	IL1R1-AS1	20799
ENSG00000287646	ENSG00000287646.1	20783
ENSG00000279141	LINC01451	20782
ENSG00000253168	ENSG00000253168.1	20779
ENSG00000242578	ENSG00000242578.1	20773
ENSG00000259007	ENSG00000259007.1	20771
ENSG00000230975	ENSG00000230975.1	20767
ENSG00000188219	POTEE	20767
ENSG00000177340	FLJ13224	20765
ENSG00000233492	BETALINC1	20765
ENSG00000249931	GOLGA8K	20764
ENSG00000260340	LINC02176	20757
ENSG00000287746	ENSG00000287746.1	20757
ENSG00000250966	H3P14	20755
ENSG00000255252	ENSG00000255252.3	20745
ENSG00000255804	OR6J1	20742
ENSG00000261580	ENPP7P13	20737
ENSG00000232124	ENSG00000232124.3	20729
ENSG00000278963	ENSG00000278963.1	20729
ENSG00000264937	ENSG00000264937.1	20726
ENSG00000223965	ZNF587P1	20722
ENSG00000244604	ENSG00000244604.1	20721
ENSG00000259920	ENSG00000259920.1	20720
ENSG00000225822	UBXN7-AS1	20714
ENSG00000282034	ENSG00000282034.2	20710
ENSG00000254054	ENSG00000254054.3	20708
ENSG00000248243	LINC02014	20708
ENSG00000279147	ENSG00000279147.1	20696
ENSG00000287309	ENSG00000287309.1	20688
ENSG00000243313	RN7SL285P	20681
ENSG00000255487	ENSG00000255487.1	20680
ENSG00000227161	ENSG00000227161.1	20679
ENSG00000225172	ENSG00000225172.6	20676
ENSG00000237748	UQCRBP1	20675
ENSG00000228275	ARMCX3-AS1	20667
ENSG00000279796	ENSG00000279796.1	20666
ENSG00000287251	ENSG00000287251.1	20665
ENSG00000230920	ENSG00000230920.1	20663
ENSG00000258096	SLC38A2-AS1	20661
ENSG00000287123	ENSG00000287123.1	20661
ENSG00000225298	LINC00113	20659
ENSG00000244094	SPRR2F	20654
ENSG00000267173	ENSG00000267173.1	20643
ENSG00000112984	KIF20A	20637
ENSG00000265188	ENSG00000265188.1	20633
ENSG00000262152	GREP1	20631
ENSG00000231466	ENSG00000231466.2	20630
ENSG00000274001	ENSG00000274001.1	20623
ENSG00000228031	ENSG00000228031.4	20618
ENSG00000287308	ENSG00000287308.1	20609
ENSG00000274618	H4C6	20608
ENSG00000254481	PTP4A2P2	20605
ENSG00000272958	ENSG00000272958.1	20604
ENSG00000254511	ENSG00000254511.1	20594
ENSG00000287421	ENSG00000287421.1	20592
ENSG00000273133	ENSG00000273133.1	20591
ENSG00000242797	GLYCTK-AS1	20590
ENSG00000231298	MANCR	20590
ENSG00000197549	PRAMENP_ENSG00000197549	20588
ENSG00000255498	ENSG00000255498.1	20586
ENSG00000256149	ENSG00000256149.1	20583
ENSG00000237930	RPL31P14	20581
ENSG00000249515	LINC02113	20580
ENSG00000279579	LINC01666	20579
ENSG00000258388	PPT2-EGFL8	20561
ENSG00000273047	ENSG00000273047.1	20560
ENSG00000279686	ENSG00000279686.1	20557
ENSG00000259219	ENSG00000259219.1	20551
ENSG00000236483	MTND2P40	20548
ENSG00000273176	ENSG00000273176.1	20541
ENSG00000229723	LINC01054	20529
ENSG00000203588	IGBP1-AS1	20526
ENSG00000278925	ENSG00000278925.1	20513
ENSG00000186191	BPIFB4	20512
ENSG00000244476	ERVFRD-1	20510
ENSG00000267147	LINC01842	20496
ENSG00000273983	H3C8	20493
ENSG00000250127	LINC02108	20492
ENSG00000229400	CNIH3-AS1	20491
ENSG00000287075	ENSG00000287075.2	20490
ENSG00000243224	TWF2-DT	20490
ENSG00000228079	ENSG00000228079.2	20488
ENSG00000213169	RPL8P4	20488
ENSG00000231019	LINC00373	20480
ENSG00000231991	ANXA2P2	20477
ENSG00000198711	SSBP3-AS1	20464
ENSG00000280036	ENSG00000280036.1	20453
ENSG00000225969	BICDL3P	20453
ENSG00000213492	NT5C3AP1	20447
ENSG00000090512	FETUB	20439
ENSG00000254781	GVINP2	20438
ENSG00000285245	ENSG00000285245.1	20436
ENSG00000237350	CDC42P6	20434
ENSG00000171431	KRT20	20430
ENSG00000244491	ENSG00000244491.1	20425
ENSG00000226049	TLK2P1	20414
ENSG00000223634	ENSG00000223634.1	20413
ENSG00000171794	UTF1	20401
ENSG00000231976	FAM238B	20400
ENSG00000204695	OR14J1	20399
ENSG00000268985	ENSG00000268985.1	20381
ENSG00000214049	UCA1	20374
ENSG00000287433	ENSG00000287433.1	20373
ENSG00000254535	PABPC4L	20368
ENSG00000228208	LINC02869	20366
ENSG00000267541	MTCO2P2	20366
ENSG00000267612	ENSG00000267612.1	20358
ENSG00000204913	LRRC3C	20358
ENSG00000224431	ENSG00000224431.1	20349
ENSG00000254450	ALG9-IT1	20341
ENSG00000223979	SMCR2	20340
ENSG00000285894	ENSG00000285894.2	20340
ENSG00000232316	LINC02518	20336
ENSG00000239481	RPS3AP41	20331
ENSG00000137392	CLPS	20312
ENSG00000260698	ENSG00000260698.1	20312
ENSG00000172900	ACTE1P	20308
ENSG00000260608	ENSG00000260608.1	20299
ENSG00000286206	ENSG00000286206.1	20297
ENSG00000182791	CCDC87	20297
ENSG00000211801	TRAV21	20295
ENSG00000254337	ENSG00000254337.2	20292
ENSG00000280039	RN7SKP23	20292
ENSG00000234233	KCNH1-IT1	20288
ENSG00000271208	ENSG00000271208.1	20286
ENSG00000282742	ENSG00000282742.1	20286
ENSG00000225316	LINC00350	20285
ENSG00000284744	ENSG00000284744.1	20282
ENSG00000162592	CCDC27	20280
ENSG00000243175	RPSAP36	20271
ENSG00000267243	ENSG00000267243.6	20269
ENSG00000157131	C8A	20268
ENSG00000261208	ENSG00000261208.1	20268
ENSG00000267054	ENSG00000267054.1	20266
ENSG00000243680	RPL37P23	20264
ENSG00000250855	ENSG00000250855.2	20259
ENSG00000276593	ENSG00000276593.1	20258
ENSG00000231096	NDUFB4P3	20257
ENSG00000203258	ENSG00000203258.3	20251
ENSG00000258098	LINC02286	20248
ENSG00000259362	ENSG00000259362.2	20245
ENSG00000232716	ENSG00000232716.2	20238
ENSG00000287000	ENSG00000287000.1	20234
ENSG00000200169	RNU5D-1	20231
ENSG00000269460	ENSG00000269460.1	20227
ENSG00000287620	ENSG00000287620.1	20212
ENSG00000226334	ENSG00000226334.1	20211
ENSG00000258830	ENSG00000258830.1	20208
ENSG00000285661	ENSG00000285661.1	20204
ENSG00000255432	ENSG00000255432.1	20202
ENSG00000287147	ENSG00000287147.1	20200
ENSG00000268461	ENSG00000268461.2	20196
ENSG00000273265	CNNM3-DT	20188
ENSG00000178772	CPN2	20187
ENSG00000203635	ENSG00000203635.2	20184
ENSG00000188163	FAM166A	20182
ENSG00000278948	ENSG00000278948.1	20176
ENSG00000186150	UBL4B	20174
ENSG00000240707	LINC01168	20167
ENSG00000248484	ENSG00000248484.1	20167
ENSG00000234308	LINC01878	20159
ENSG00000280407	ENSG00000280407.3	20158
ENSG00000278158	ENSG00000278158.2	20149
ENSG00000255648	ENSG00000255648.1	20147
ENSG00000250260	ENSG00000250260.1	20142
ENSG00000273637	ENSG00000273637.1	20140
ENSG00000287538	ENSG00000287538.1	20136
ENSG00000279328	ENSG00000279328.1	20131
ENSG00000238258	ENSG00000238258.1	20127
ENSG00000287948	ENSG00000287948.1	20114
ENSG00000249297	LINC02174	20108
ENSG00000267743	ENSG00000267743.5	20106
ENSG00000180532	ZSCAN4	20103
ENSG00000235828	RPL36AP26	20102
ENSG00000184108	TRIML1	20094
ENSG00000232969	ENSG00000232969.1	20093
ENSG00000204010	IFIT1B	20092
ENSG00000255114	ENSG00000255114.1	20090
ENSG00000249264	EEF1A1P9	20086
ENSG00000281809	LINC01394	20085
ENSG00000244682	FCGR2C	20079
ENSG00000225137	DYNC1I2P1	20073
ENSG00000161973	CCDC42	20072
ENSG00000235431	ENSG00000235431.2	20070
ENSG00000268636	ENSG00000268636.1	20057
ENSG00000203737	GPR52	20048
ENSG00000255054	ENSG00000255054.3	20044
ENSG00000224117	PTPN2P2	20043
ENSG00000253430	ENSG00000253430.1	20038
ENSG00000079393	DUSP13	20038
ENSG00000287740	ENSG00000287740.1	20036
ENSG00000197838	CYP2A13	20036
ENSG00000260171	ENSG00000260171.1	20035
ENSG00000271420	ENSG00000271420.1	20026
ENSG00000271148	ENSG00000271148.1	20024
ENSG00000244586	WNT5A-AS1	20021
ENSG00000135409	AMHR2	20020
ENSG00000272209	ENSG00000272209.1	20017
ENSG00000262681	ENSG00000262681.2	20016
ENSG00000279035	ENSG00000279035.1	20013
ENSG00000225836	ENSG00000225836.1	20012
ENSG00000258747	ENSG00000258747.2	20011
ENSG00000136931	NR5A1	20010
ENSG00000259356	ENSG00000259356.1	20008
ENSG00000237522	NONOP2	20005
ENSG00000196243	LINC00615	20002
ENSG00000275630	ENSG00000275630.1	19998
ENSG00000286107	ENSG00000286107.1	19983
ENSG00000280778	ENSG00000280778.1	19975
ENSG00000213539	YBX1P6	19974
ENSG00000229930	ENSG00000229930.1	19972
ENSG00000254452	ENSG00000254452.1	19971
ENSG00000277527	LINC01796	19970
ENSG00000257008	GPR142	19969
ENSG00000183586	HMGN3P1	19966
ENSG00000253196	ENSG00000253196.3	19962
ENSG00000286552	ENSG00000286552.1	19960
ENSG00000287281	ENSG00000287281.1	19960
ENSG00000233587	LINC01884	19955
ENSG00000280038	DNM1P41	19952
ENSG00000235449	COX7CP2	19946
ENSG00000259023	LINC00524	19944
ENSG00000225062	CATIP-AS1	19943
ENSG00000267705	ENSG00000267705.1	19937
ENSG00000250436	LINC02499	19933
ENSG00000262712	ENSG00000262712.1	19931
ENSG00000253858	ENSG00000253858.1	19914
ENSG00000215568	GAB4	19912
ENSG00000235834	ENSG00000235834.1	19912
ENSG00000286500	ENSG00000286500.1	19896
ENSG00000230043	TMSB4XP6	19896
ENSG00000258672	ENSG00000258672.1	19889
ENSG00000174992	ZG16	19886
ENSG00000273769	L1CAM-AS1	19884
ENSG00000272789	ENSG00000272789.1	19878
ENSG00000236094	LINC00545	19871
ENSG00000233328	PFN1P1	19863
ENSG00000239718	HLTF-AS1	19857
ENSG00000185385	OR7A17	19849
ENSG00000286650	ENSG00000286650.2	19847
ENSG00000125531	FNDC11	19846
ENSG00000283010	ENSG00000283010.1	19845
ENSG00000286848	ENSG00000286848.1	19844
ENSG00000285914	ENSG00000285914.1	19841
ENSG00000243404	RPL35AP32	19839
ENSG00000170956	CEACAM3	19836
ENSG00000279288	ENSG00000279288.1	19821
ENSG00000253666	ENSG00000253666.4	19818
ENSG00000254647	INS	19816
ENSG00000287782	ENSG00000287782.1	19806
ENSG00000243304	ENSG00000243304.3	19805
ENSG00000263970	ENSG00000263970.1	19801
ENSG00000232623	MRAP-AS1	19800
ENSG00000164485	IL22RA2	19800
ENSG00000225833	ACE2-DT	19798
ENSG00000227121	LINC02672	19795
ENSG00000249379	GCLC-AS1	19792
ENSG00000283101	BMS1P21	19789
ENSG00000265194	ENSG00000265194.1	19785
ENSG00000228488	ENSG00000228488.1	19779
ENSG00000237643	LINC01610	19776
ENSG00000237118	CYP2F2P	19769
ENSG00000199753	SNORD104	19763
ENSG00000283000	LINC02635	19754
ENSG00000223374	ENSG00000223374.1	19746
ENSG00000237424	FOXD2-AS1	19745
ENSG00000267463	UBE2V2P2	19742
ENSG00000229209	ENSG00000229209.1	19732
ENSG00000226982	CENPCP1	19722
ENSG00000216687	ENSG00000216687.2	19719
ENSG00000250333	ENSG00000250333.2	19716
ENSG00000175202	HIGD2B	19709
ENSG00000235660	LINC00345	19708
ENSG00000267074	ENSG00000267074.1	19707
ENSG00000272836	ENSG00000272836.1	19691
